,,,,,,,,,,,,
,1983,Post Office,Millenium,John Varley,A vault used to store time capsules left by travelers to the past; not your usual delivery service.,No,N/A,N/A,N/A,N/A,Atoms,
,1983,Cerebral Microprocessors,Millenium,John Varley,Added boost for maxxed out minds.,No,N/A,N/A,N/A,N/A,Atoms,
,1983,Timepress,Millenium,John Varley,A device that makes time go more quickly in a limited area.,No,N/A,N/A,N/A,N/A,Atoms,
,1937,Groundcar (or Ground Car),Galactic Patrol,E.E. 'Doc' Smith,"A non-skimming, non-flying vehicle.",Yes,Car manufacturers,Cars,Late 1800s,Regular wheeled vehicle,Atoms,
,1983,Speedcap,Millenium,John Varley,"Short for speed capsule (?); sometimes, going ballistic is the fastest way to get there.",No,N/A,N/A,N/A,N/A,Atoms,
,1983,Wimp Vault,Millenium,John Varley,Lots of spare bodies.,No,N/A,N/A,N/A,N/A,Atoms,
,1983,Scooter,Against Infinity,Gregory Benford,Biotechnology working to bring you a better solar system - a creepy crawly created to do terraforming work on Jupiter's moon.,No,N/A,N/A,N/A,N/A,Atoms,
,1937,Robot Dog,The Iron World,Otis Adelbert Kline,"A mechanical, robotic dog.",Yes,Robotics companies,Robot dogs,1990s,Lifelike robot companion,Atoms,
,1938,Etherphone Receiver,Hotel Cosmos,Raymond Z. Gallun,A special earpiece to hear coded updates.,Yes,Telecom companies,Headsets,1920s,Personal audio receivers,Atoms,
,1938,Artificially Produced Speech,Hotel Cosmos,Raymond Z. Gallun,"Speech produced by mechanical means, rather than with vocal chords.",Yes,Tech companies,Speech synthesis,1970s,Generating artificial speech,Bits,
,1983,Wimp,Millenium,John Varley,"A special-purpose body; grown without personality, but physically intact.",No,N/A,N/A,N/A,N/A,Atoms,
,1983,Twonky,Millenium,John Varley,"A futuristic artifact left by time travelers in the past which, if discovered, could cause a paradox.",No,N/A,N/A,N/A,N/A,Atoms,
,1983,Skinsuit,Millenium,John Varley,"Wearable artificial, full-body skin.",No,N/A,N/A,N/A,N/A,Atoms,
,1982,SAL 9000,2010: Odyssey Two,Arthur C. Clarke,Successor to the HAL 9000.,No,N/A,N/A,N/A,N/A,Bits,
,1982,Voight-Kampff Test,Blade Runner,Ridley Scott,A test intended to distinguish human beings from replicants.,No,N/A,N/A,N/A,N/A,Bits,
,1982,Cutoff Switch,2010: Odyssey Two,Arthur C. Clarke,A means of instantaneously switching off an artificial intelligence.,No,N/A,N/A,N/A,N/A,Bits,
,1982,Command Microphone,Diplomat At Arms,Keith Laumer,A cloak that served as a microphone and public address system.,No,N/A,N/A,N/A,N/A,Atoms,
,1982,Advertising Airship,Blade Runner,Ridley Scott,A dirigible capable of reproducing full-color video ads on its sides.,No,N/A,N/A,N/A,N/A,Atoms,
,1938,Robot Animals,Reunion on Ganymede,Clifford Simak,Artificial animals created using robotic elements.,Yes,Robotics companies,Robot pets,1990s,Lifelike robot animals,Atoms,
,1982,Designer Eyes,Blade Runner,Ridley Scott,Genetic designers create better-than-perfect eyes for replicants.,No,N/A,N/A,N/A,N/A,Atoms,
,1982,Mindwipe,Mindkiller,Spider Robinson,A process that selectively and effectively erases human memory.,No,N/A,N/A,N/A,N/A,Atoms,
,1982,Flying Car,Blade Runner,Ridley Scott,Flying police car has VTOL.,No,N/A,N/A,N/A,N/A,Atoms,
,1982,Trip-Box,Eye of Cat,Roger Zelazny,A teleportation device.,No,N/A,N/A,N/A,N/A,Atoms,
,1982,UHF Shower,Eye of Cat,Roger Zelazny,"And ultra high frequency shower, which do used energy instead of water to wash off.",No,N/A,N/A,N/A,N/A,Atoms,
,1982,Genetically Tailored Trees,Eye of Cat,Roger Zelazny,Trees that had been genetically altered to produce and concentrate usable oil.,No,N/A,N/A,N/A,N/A,Atoms,
,1982,Shipstone,Friday,Robert Heinlein,"A lot of power in a small, manufactured package.",No,N/A,N/A,N/A,N/A,Atoms,
,1938,Pneumatic Bumpers,The Brain Pirates,John W. Campbell,An inflatable bumper system for ground-based motor vehicles.,Yes,Car manufacturers,Inflatable car bumpers,1950s,Cushion impacts,Atoms,
,1982,Heritable Memories Bloodline,The Time of the Dark,Barbara Hambly,Using magical means to tie specific memories to the bloodlines of selected families.,No,N/A,N/A,N/A,N/A,Atoms,
,1982,Beanstalk,Friday,Robert Heinlein,Clever name for the space elevator.,No,N/A,N/A,N/A,N/A,Atoms,
,1982,Public Eye,Friday,Robert Heinlein,"A floating, free-roaming surveillance camera.",No,N/A,N/A,N/A,N/A,Atoms,
,1938,Gogglelike Televisors,The Robot and the Lady,Manly Wade Wellman,A screen technology placed very close to the eyes.,Yes,Consumer electronics,VR headsets,2010s,Immersive displays,Atoms,
,1981,Gravity Whip,Dream Park,Larry Niven (w/S. Barnes,A roller coaster designe to provide riders with a 'zero G' experience.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1981,Big Noodle,The Divine Invasion,Philip K. Dick,A vast artificial intelligence system used to process all of Earth's information.,No,N/A,N/A,N/A,Fictional AI system in the novel,Bits,
,1981,Dream Park,Dream Park,Larry Niven (w/S. Barnes,A vacation theme park in which the visitors participated fully in the different environments.,No,N/A,N/A,N/A,Fictional concept in the novel,Atoms,
,1981,Tapeworm Tranquilizer,Revolution from Rosinante,Alexis Arnaldus Gilliland,Robotic suppository dispenses tranquilizer.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1981,Virtual World Kiss,True Names,Vernor Vinge,Kissing mediated by a computer system.,No,N/A,N/A,N/A,Fictional concept in the novel,Bits,
,1981,Sensory Skinsuit,Dream Park,Larry Niven (w/S. Barnes,A form-fitting garment with sensory connections.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1981,Telepresence Bulldozer,Oath of Fealty,Jerry Pournelle (w/L. Niven,A bulldozer on the Moon that is operated remotely by a driver on Earth.,No,N/A,N/A,N/A,Fictional concept in the novel,Bits,
,1981,Portal,True Names,Vernor Vinge,Sensory experience of a data network.,No,N/A,N/A,N/A,Fictional concept in the novel,Bits,
,1938,Zero-Gravity,If Science Reached the Earth's Core,John R. Binder,A state in which gravity is effectively absent or cancelled out.,Yes,"NASA, Space agencies",Microgravity,1950s,Weightlessness in space,Bits,
,1981,Iceberg Water Tub,Oath of Fealty,Jerry Pournelle (w/L. Niven,An enormous bag or tub that encloses an iceberg used to supply fresh water.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1981,Cyborg Dolphin (Jones),Johnny Mnemonic,William Gibson,A heavily modified war surplus dolphin.,No,N/A,N/A,N/A,Fictional concept in the story,Atoms,
,1981,Communications Implant,Oath of Fealty,Jerry Pournelle (w/L. Niven,A surgically implanted device enabling the user to communicate with computer networks.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1981,Ridulian Crystal Sheets,God Emperor of Dune,Frank Herbert,"Exceptionally strong, surpassingly thin material.",No,N/A,N/A,N/A,Fictional material in Dune,Atoms,
,1981,Dictatel,God Emperor of Dune,Frank Herbert,A thought-based dictating machine.,No,N/A,N/A,N/A,Fictional technology in Dune,Bits,
,1981,Todos Santos Independency,Oath of Fealty,Jerry Pournelle (w/L. Niven,A city enclosed in a single building.,No,N/A,N/A,N/A,Fictional concept in the novel,Atoms,
,1981,Sleeve Watch,Dream Park,Larry Niven (w/S. Barnes,Temporary watch imprinted on the sleeve of a chosen garment.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1981,Black square,God Emperor of Dune,Frank Herbert,A device for secret communication.,No,N/A,N/A,N/A,Fictional technology in Dune,Bits,
,1938,Visi-Screen,Satellite Five,Arthur K. Barnes,A display device.,Yes,Consumer electronics,Displays,1920s,Visual information screen,Bits,
,1980,Oort Cloud Processor,Beyond the Blue Event Horizon,Frederik Pohl,An alien ship that processes Oort cloud into food.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1980,Boosterspice,Ringworld Engineers,Larry Niven,A substance that extends human life almost indefinitely.,No,N/A,N/A,N/A,Fictional substance in Ringworld,Atoms,
,1980,Wristband Viewer,Changeling,Roger Zelazny,A device for viewing aerial surveillance images that fits on your wrist.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1938,Automatic Commercial Deletion,Satellite Five,Arthur K. Barnes,Device automatically detects commercials and turns off the set for the duration.,Yes,Consumer electronics,Commercial skipping,2000s,Skip over ads on recordings,Bits,
,1980,Autonomously Recharging UAV,Changeling,Roger Zelazny,Unmanned aerial vehicles that recharge themselves automatically.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1980,Artificial Butterfly,Changeling,Roger Zelazny,"A mechanical, robotic butterfly.",No,N/A,N/A,N/A,Fictional robot in the novel,Atoms,
,1980,Absolute Black,Restaurant at the End of the Universe,Douglas Adams,A material so absolutely black that it absorbed all incident light.,No,N/A,N/A,N/A,Fictional material in the novel,Atoms,
,1980,Watercouch,Beyond the Blue Event Horizon,Frederik Pohl,"A couch filled with water, rather than springs and cushions.",No,N/A,N/A,N/A,Fictional furniture in the novel,Atoms,
,1980,Deep-Radar,Ringworld Engineers,Larry Niven,"Device to image within large objects, even within mountains.",No,N/A,N/A,N/A,Fictional technology in Ringworld,Bits,
,1980,Wunderland Treatymaker,Ringworld Engineers,Larry Niven,A weapon based on a power mining technique - a bit more advanced than a shovel.,No,N/A,N/A,N/A,Fictional weapon in Ringworld,Atoms,
,1980,Jumble-Box,Changeling,Roger Zelazny,A device that jumbles sensory input.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1980,Tracer-Bird,Changeling,Roger Zelazny,A prototype surveillance drone; a mechanical bird.,No,N/A,N/A,N/A,Fictional robot in the novel,Atoms,
,1938,Artificial Eye Drone,Glimpse,Manly Wade Wellman,A remote flying device that transmits its view to the operator.,Yes,Defense contractors,Surveillance drones,1970s,Remotely piloted aircraft,Atoms,
,1980,Fuligin,The Shadow of the Torturer,Gene Wolfe,A material the color of which is blacker than black.,No,N/A,N/A,N/A,Fictional material in the novel,Atoms,
,1979,Whale Waldo,Sundiver,David Brin,"An electromechanical whale ""suit"" that obeys and amplifies your body's motions.",No,N/A,N/A,N/A,N/A,Atoms,
,1979,Spider,The Web Between the Worlds,Charles Sheffield,A robotic device that both extruded cable and climbed along it; a space construction robot.,No,N/A,N/A,N/A,N/A,Atoms,
,1979,Bulerite,Macrolife,George Zebrowski,"A building material, too good to be true, with hidden properties.",No,N/A,N/A,N/A,N/A,Atoms,
,1979,Marvin the Robot,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Another fine robot from the marketing division of the Sirius Cybernetics Corporation,No,N/A,N/A,N/A,N/A,Atoms,
,1979,Deep Thought,The Hitchhiker's Guide to the Galaxy,Douglas Adams,The second-largest computer ever made.,No,N/A,N/A,N/A,N/A,Bits,
,1979,Babel Fish,The Hitchhiker's Guide to the Galaxy,Douglas Adams,"A living fish which, when placed in your ear, will live there and translate any form of language for you.",No,N/A,N/A,N/A,N/A,Atoms,
,1939,Space Charts,After World's End,Jack Williamson,A pictorial representation of suns in space.,Yes,Astronomers,Star charts,Ancient times,Maps of the night sky,Bits,
,1979,Receptor Tape,The Face,Jack Vance,"A thin, flexible material that can pick up sounds.",No,N/A,N/A,N/A,N/A,Atoms,
,1979,Whoopee Drive,Space Angel,John Maddox Roberts,Spacecraft propulsion.,No,N/A,N/A,N/A,N/A,Atoms,
,1979,Gundarium,Mobile Suit Gundam,Yoshiyuki Tomino,"A very sturdy, high-tensile composite.",No,N/A,N/A,N/A,N/A,Atoms,
,1939,Directed Cars in Tunnels,The Lord of Tranerica,Stanton A. Coblentz,Self-driving vehicles.,Yes,Car manufacturers,Self-driving cars,2020s,Autonomous vehicles,Atoms,
,1979,Mobile Armor,Mobile Suit Gundam,Yoshiyuki Tomino,Heavilly armed spacecraft with limbs.,No,N/A,N/A,N/A,N/A,Atoms,
,1979,Solar Flare System,Mobile Suit Gundam,Yoshiyuki Tomino,Space-based parabolic reflector that focuses light for destructive purposes.,No,N/A,N/A,N/A,N/A,Atoms,
,1979,Wire-Gun,Mobile Suit Gundam,Yoshiyuki Tomino,Device that aids movement in microgravity.,No,N/A,N/A,N/A,N/A,Atoms,
,1939,Robot Observatory,Space Rating,John Berryman,"A fully automated astronomical observatory, placed on a planet (typically, one that does not support human life).",Yes,Astronomers,Robotic telescopes,1990s,Unmanned observatories,Bits,
,1979,Joo Janta 200 Super-Chromatic Peril Sensitive Sunglasses,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Sunglasses that darken at the sight of danger.,No,N/A,N/A,N/A,N/A,Atoms,
,1979,Supertank,Hammer's Slammers,David Drake,An air-cushioned armored combat vehicle powered by a fusion generator.,No,N/A,N/A,N/A,N/A,Atoms,
,1979,Minovsky Particles,Mobile Suit Gundam,Yoshiyuki Tomino,A custom-generated subatomic particle with many technological applications.,No,N/A,N/A,N/A,N/A,Atoms,
,1979,Powergun,Hammer's Slammers,David Drake,A directed energy weapon.,No,N/A,N/A,N/A,N/A,Atoms,
,1979,Mobile Suit,Mobile Suit Gundam,Yoshiyuki Tomino,A giant (typically 18 meters tall) humanoid-shaped armored combat vehicle.,No,N/A,N/A,N/A,N/A,Atoms,
,1979,Coal Mole,The Web Between the Worlds,Charles Sheffield,"Robotic device for asteroid mining chews through the interior, preparing raw materials for use",No,N/A,N/A,N/A,N/A,Atoms,
,1979,Needles (Chocolate and Vanilla),Sundiver,David Brin,Inflated towers reaching 20 miles out of Earth's atmosphere.,No,N/A,N/A,N/A,N/A,Atoms,
,1979,GPP Genuine People Personalities,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Giving mechanisms their own unique affect.,No,N/A,N/A,N/A,N/A,Bits,
,1979,Self-Satisfied Door,The Hitchhiker's Guide to the Galaxy,Douglas Adams,A door that is much more satisfied with its functionality than it has any right to be.,No,N/A,N/A,N/A,N/A,Atoms,
,1979,Infinite Improbability Drive,The Hitchhiker's Guide to the Galaxy,Douglas Adams,"Generates a field in which anything, no mater how improbable, can exist.",No,N/A,N/A,N/A,N/A,Atoms,
,1979,Sub-Etha Sens-O-Matic,The Hitchhiker's Guide to the Galaxy,Douglas Adams,A device which senses passing spacecraft; essential tool of interstellar hitchhikers,No,N/A,N/A,N/A,N/A,Atoms,
,1979,Nutri-Matic,The Hitchhiker's Guide to the Galaxy,Douglas Adams,A drink dispenser that scans the person to determine what might go down well.,No,N/A,N/A,N/A,N/A,Atoms,
,1978,Spider Space Elevator Test Vehicle,The Fountains of Paradise,Arthur C. Clarke,A robotic testing device for the cables of a space elevator.,No,N/A,N/A,N/A,N/A,Atoms,
,1978,Hyperfilament,The Fountains of Paradise,Arthur C. Clarke,A very high tensile strength material structured as a long thin line or ribbon.,No,N/A,N/A,N/A,N/A,Atoms,
,1978,Space Elevator (Orbital Tower),The Fountains of Paradise,Arthur C. Clarke,A physical link between a point on the surface of the Earth and a satellite in geosynchronous orbit.,No,N/A,N/A,N/A,N/A,Atoms,
,1978,1D Diamond Crystal,The Fountains of Paradise,Arthur C. Clarke,A continuous pseudo-one dimensional diamond crystal- maybe a nanotube?,No,N/A,N/A,N/A,N/A,Atoms,
,1978,Operation Cleanup,The Fountains of Paradise,Arthur C. Clarke,The program that removed space debris in LEO that could harm the space elevator.,No,N/A,N/A,N/A,N/A,Atoms,
,1978,Orbiting Factories,The Fountains of Paradise,Arthur C. Clarke,Manufacturing centers in orbit around the Earth.,No,N/A,N/A,N/A,N/A,Atoms,
,1978,Spinnerettes,The Fountains of Paradise,Arthur C. Clarke,A device that will unspool a nanowire filament and then pull it back in.,No,N/A,N/A,N/A,N/A,Atoms,
,1977,Ghostsmoke,The Ophiuchi Hotline,John Varley,An advertisement projected onto a fine mist.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1977,Life Bank,The Ophiuchi Hotline,John Varley,A storage facility with the genetic material that was produced by Earth's ecosystem.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1977,Null-Suit,The Ophiuchi Hotline,John Varley,A device that projects a field of force that acts like a space suit.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1939,Microsurgery Tool,Masson's Secret,Raymond Z. Gallun,Miniaturized device for surgical precision.,Yes,Medical device companies,Microsurgery,1960s,Small-scale surgery,Atoms,
,1977,Nullfield,The Ophiuchi Hotline,John Varley,A field of energy that creates a barrier.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1977,Centrifuge Room,The Ophiuchi Hotline,John Varley,A small room on a planetoid that is spun to create artificial gravity.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1977,Alien Zoo,The Dosadi Experiment,Frank Herbert,A zoo that brings together plants and animals from many planets.,No,N/A,N/A,N/A,Fictional concept in the novel,Atoms,
,1977,Antiholo Generator,The Ophiuchi Hotline,John Varley,Dispels intrusive hologram advertisements.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1977,Genoprinter,The Ophiuchi Hotline,John Varley,A device that does a 'live capture' of a biometric skin sample.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1977,Holomist,The Ophiuchi Hotline,John Varley,A means of projecting a commercial message onto a fine spray.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1939,Robot Surgery,Secret of the Buried City,John Russell Fearn,Robots operate an advance operating theater.,Yes,Medical companies,Surgical robots,2000s,Robotic surgical assistants,Atoms,
,1977,Holo-Cube,A Scanner Darkly,Philip K. Dick,"A very large holographic display, that a person could walk into.",No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1977,Transmitter Eyes,The Dosadi Experiment,Frank Herbert,Closed circuit cameras that provided sight and sound to remote viewers of the Courtarena who wish to remain anonymous.,No,N/A,N/A,N/A,Fictional surveillance technology in the novel,Bits,
,1939,Synthetic Spider Silk,Misfit,Robert Heinlein,Artificial fabric thread as strong as steel.,Yes,Materials science,Synthetic spider silk,2010s,Biomimetic super-material,Atoms,
,1939,Ballistic Calculator,Misfit,Robert Heinlein,An on-board computer for a spaceship to calculate its course and perform other related tasks.,Yes,"NASA, aerospace",Onboard computers,1960s,Spacecraft guidance systems,Bits,
,1977,Holo-Printing,A Scanner Darkly,Philip K. Dick,Errors introduced in data storage media when recording under improper conditions.,No,N/A,N/A,N/A,Fictional concept in the novel,Bits,
,1977,Holo-Scanner,A Scanner Darkly,Philip K. Dick,A small portable device that acquired holographic surveillance images.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1977,Skitter,The Dosadi Experiment,Frank Herbert,"A small passenger vehicle, for two beings, which uses a steering bar. It is parked in a structure that parks and releases vehicles automatically.",No,N/A,N/A,N/A,Fictional vehicle in the novel,Atoms,
,1977,Uniflesh,The Dosadi Experiment,Frank Herbert,A type of artificial skin and underlying flesh.,No,N/A,N/A,N/A,Fictional biotechnology in the novel,Atoms,
,1977,Sonabarrier,The Dosadi Experiment,Frank Herbert,"A type of energy fence, used to keep birds away from particular areas.",No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1977,Taprisiot,The Dosadi Experiment,Frank Herbert,"A kind of symbiote, which attuned itself to the user, allowing an expansion of consciousness - telepathic communication anywhere in the galaxy in real time.",No,N/A,N/A,N/A,Fictional biotechnology in the novel,Atoms,
,1977,Zoo Fences,The Dosadi Experiment,Frank Herbert,Caustic water moat,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1939,Polyceltron Iconoscope Televisor,Newscast,Harl Vincent,A portable camera and microphone setup that could broadcast on-the-spot news.,Yes,Broadcasting,Portable television cameras,1930s,Mobile video reporting,Bits,
,1977,Bedog,The Dosadi Experiment,Frank Herbert,A sentient creature designed to be a bed.,No,N/A,N/A,N/A,Fictional creature in the novel,Atoms,
,1977,Caleban Contact,The Dosadi Experiment,Frank Herbert,A form of telepathy based on the use of unimaginably enormous amounts of energy.,No,N/A,N/A,N/A,Fictional concept in the novel,Bits,
,1977,Flexible Sprung Boots,Inherit the Stars,James P. Hogan,"Boots designed to be flexible when walking, but upon a hard step, will have a spring characteristic.",No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1939,Stereoscopic Vernier and Cube,Sinister Barrier,Eric Frank Russell,A means of photographing in depth.,Yes,Photography,3D cameras,1980s,Capturing stereo images,Bits,
,1977,Taprisiot Monitor Bead,The Dosadi Experiment,Frank Herbert,A small bead to be swallowed that allowed the thoughts of a person to be transmitted and recorded during a specified interval.,No,N/A,N/A,N/A,Fictional surveillance technology in the novel,Bits,
,1939,Radio-Facsimile Receiver,"Ben Gleed, King of Speed",Don Wilcox,A device that prints a newspaper in your home.,Yes,Telecoms,Fax machines,1960s,Transmit printed pages,Bits,
,1977,Cephalochromoscope (Cephscope),A Scanner Darkly,Philip K. Dick,A brain-scan device with a screen to display neural patterns.,No,N/A,N/A,N/A,Fictional medical technology in the novel,Bits,
,1939,Solar-Powered Robot,Rust,Joseph E. Kelleam,A robot powered by sunlight.,Yes,Robotics companies,Solar-powered robots,2010s,Robots with solar cells,Atoms,
,1977,Grapple Tracks,The Dosadi Experiment,Frank Herbert,A means of automating the process of parking and releasing passenger vehicles from a parking garage.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1939,Visual Pattern Recognition,Rust,Joseph E. Kelleam,A robot's ability to respond to programmed visual stimulus,Yes,Tech companies,Computer vision,1960s,Image analysis by computer,Bits,
,1977,Armored Clothing,The Dosadi Experiment,Frank Herbert,Ordinary apparel that contained both armor and muscle amplification devices.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1977,Swimming Tubes,The Dosadi Experiment,Frank Herbert,Used to connect buildings for use by amphibious species.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1977,Tracked Vehicle,The Dosadi Experiment,Frank Herbert,"A heavily armored vehicle, typical of those in use, with a remarkable agility.",No,N/A,N/A,N/A,Fictional vehicle in the novel,Atoms,
,1977,Personality Simulator,The Dosadi Experiment,Frank Herbert,"A device which, when fed enough data about a person, simulated their personality allowing the user to predict behavior in stated circumstances.",No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1977,Javelin,The Ophiuchi Hotline,John Varley,A spacer who modified herself to more easily live in space.,No,N/A,N/A,N/A,Fictional concept in the novel,Atoms,
,1977,Symb,The Ophiuchi Hotline,John Varley,A symbiont life form that provides its human with life-giving energy.,No,N/A,N/A,N/A,Fictional creature in the novel,Atoms,
,1977,Substance D,A Scanner Darkly,Philip K. Dick,"An addictive, psychoactive drug.",No,N/A,N/A,N/A,Fictional drug in the novel,Atoms,
,1977,Daily Schedule (DS),The Dosadi Experiment,Frank Herbert,"The DS was an artificially intelligent day planner, a schedule keeper with voice recognition features; it also talked back when necessary.",No,N/A,N/A,N/A,Fictional AI technology in the novel,Bits,
,1977,Graluz,The Dosadi Experiment,Frank Herbert,"A contained, concealed breeding pond for the frog-like Gowachin.",No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1977,Chameleon Cloth,Dying of the Light,George RR Martin,Clothing that changes color and pattern to match its surroundings.,No,N/A,N/A,N/A,Fictional material in the novel,Atoms,
,1977,Sky-Scoot,Dying of the Light,George RR Martin,A patch of antigravity foil used for flying.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1977,Glowstone,Dying of the Light,George RR Martin,A mineral that absorbs light by day and emits it by night.,No,N/A,N/A,N/A,Fictional material in the novel,Atoms,
,1977,Network Monitoring Detection,The Dosadi Experiment,Frank Herbert,Detection of someone monitoring your computer workstation,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1977,Trimagniscope,Inherit the Stars,James P. Hogan,A device that produced a usable cross-sectional image of any part of an object.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1977,Darkdawn City,Dying of the Light,George RR Martin,An entire city that is tuned to be played by the winds.,No,N/A,N/A,N/A,Fictional city in the novel,Atoms,
,1977,Memory Recording,The Ophiuchi Hotline,John Varley,A means of recording the entirety of a person's experience and personality.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1977,Pork Tree,The Ophiuchi Hotline,John Varley,A plant that produces an analog to animal meat.,No,N/A,N/A,N/A,Fictional creature in the novel,Atoms,
,1977,Rogue World,Dying of the Light,George RR Martin,"A celestial nomad, a planetary body that is not tied to a particular sun.",No,N/A,N/A,N/A,Fictional celestial object in the novel,Atoms,
,1940,Rocket-Belt,The Worlds of Tomorrow,Manly Wade Wellman,A single-user propulsion pack.,Yes,Aviation companies,Jet packs,1960s,Personal rocket device,Atoms,
,1977,Gravity Train,The Ophiuchi Hotline,John Varley,An underground railway system that utilizes gravity for acceleration.,No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1977,Scramble Suit,A Scanner Darkly,Philip K. Dick,"A superthin membrane upon which are projected the characteristics of a million different people, it confers instant anonymity.",No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1940,Planetfall,Quicksands of Youthwardness,Malcolm Jameson,Making a landing on a planet from space.,Yes,"NASA, Space agencies",Planetary landings,1960s,Landing astronauts on other worlds,Atoms,
,1977,High Kavalaan Aircar,Dying of the Light,George RR Martin,Flying SUV equipped with laser weapons.,No,N/A,N/A,N/A,Fictional vehicle in the novel,Atoms,
,1976,Rhennius Machine,Doorways in the Sand,Roger Zelazny,"Device of alien manufacture, which will reverse, or turn inside out, any object passed through its mobilator.",No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1940,Lighting Panel,Let There Be Light,Lyle Monroe,A large panel that presents illumination without heat.,Yes,Lighting companies,LED panels,1960s,Solid-state lighting,Bits,
,1940,Solar Power Screen,Let There Be Light,Lyle Monroe,"Absorb all solar energy, and emit electrical energy.",Yes,Solar companies,Photovoltaic panels,1950s,Converts sunlight into electricity,Bits,
,1940,Ferretscope,If This Goes On...,Robert Heinlein,A counter-surveillance tool to detect the presence of listening devices.,Yes,Security companies,Bug detectors,1950s,Find hidden listening devices,Bits,
,1976,Dog Suit,Doorways in the Sand,Roger Zelazny,"A disguise worn by an alien detective, allowing him to look just like a domestic canine.",No,N/A,N/A,N/A,Fictional technology in the novel,Atoms,
,1976,Star Stone (Speicus),Doorways in the Sand,Roger Zelazny,"An artificial intelligence shaped like a rock, which can communicate with living organisms telepathically.",No,N/A,N/A,N/A,Fictional AI in the novel,Bits,
,1976,Moon Moth,The Moon Moth,Jack Vance,A rather plain and timid mask.,No,N/A,N/A,N/A,Fictional item in the novel,Atoms,
,1976,Dray-Fish,The Moon Moth,Jack Vance,Large fish trained to be harnessed to large houseboats.,No,N/A,N/A,N/A,Fictional creature in the novel,Atoms,
,1976,Sonic Curtain (Sound Lock),My Name is Legion,Roger Zelazny,An undersea sound curtain that keeps larger animals out.,No,N/A,N/A,N/A,Fictional technology in the novel,Bits,
,1940,Soft Speaker,The Exhalted,L. Sprague de Camp,A device that sends a tightly-controlled beam of sound.,Yes,Audio companies,Directional speakers,2000s,Focused sound beams,Bits,
,1976,Sensor Arm,Star Wars,George Lucas,An extendable multipurpose sensor cluster.,No,N/A,N/A,N/A,Fictional droid component in Star Wars,Atoms,
,1976,Stimic,The Moon Moth,Jack Vance,A musical instrument consisting of three flutelike tubes equipped with plungers; thumb and forefinger squeeze a bag to force air across the mouthpieces.,No,N/A,N/A,N/A,Fictional musical instrument in the novel,Atoms,
,1976,Empty Man,A World Out of Time,Larry Niven,"A fully-functioning body, the personality of which had been wiped clean.",No,N/A,N/A,N/A,Fictional concept in the novel,Atoms,
,1976,Droid (Star Wars),Star Wars,George Lucas,"A contraction of ""android"", it actually describes one of a variety of robots.",No,N/A,N/A,N/A,Fictional robot technology in Star Wars,Atoms,
,1940,Pocket-Caller,The Worlds of Tomorrow,Manly Wade Wellman,Private communication device that fits in your pocket.,Yes,Telecom companies,Mobile phones,1970s,Portable communication,Atoms,
,1976,Comlink,Star Wars,George Lucas,Short for communications link; a small portable communicator.,No,N/A,N/A,N/A,Fictional communication technology in Star Wars,Atoms,
